Income,DebtToIncomeRatio,UtilityTimeliness,SocialSentiment,GeolocationScore,Default
70705,0.34,1,0.41,0.79,0
81922,0.24,1,0.59,0.96,0
135700,0.7,1,0.31,0.75,0
93914,0.2,0,0.61,0.6,0
21881,0.74,0,0.88,0.52,0
59567,0.3,1,0.69,0.55,0
67365,0.73,1,0.59,0.99,0
147928,0.65,1,0.41,0.77,0
99211,0.51,1,0.43,0.66,0
90122,0.57,1,0.35,0.54,0
45006,0.33,1,0.78,0.86,0
61198,0.5,1,0.35,0.63,0
42831,0.3,0,0.55,0.58,1
120649,0.38,1,0.79,0.53,0
36459,0.64,1,0.76,0.51,0
52443,0.27,1,0.68,0.56,0
62316,0.69,0,0.67,0.78,0
116131,0.36,0,0.36,0.54,0
84486,0.47,0,0.41,0.44,0
25877,0.76,0,0.65,0.62,0
59553,0.58,1,0.53,0.75,0
134137,0.55,0,0.31,0.44,0
24922,0.6,1,0.82,0.67,0
142778,0.74,0,0.72,0.43,1
137018,0.27,0,0.51,0.86,0
24686,0.53,1,0.36,0.92,1
52766,0.38,1,0.68,0.98,0
99943,0.11,0,0.53,0.81,0
52006,0.19,1,0.47,0.78,0
51422,0.33,0,0.77,0.82,0
136590,0.5,1,0.51,0.91,0
148886,0.72,1,0.39,0.88,0
32205,0.65,1,0.61,0.66,0
106590,0.49,1,0.84,0.79,0
43527,0.15,1,0.85,0.5,0
131483,0.3,1,0.85,0.82,0
38443,0.36,1,0.57,0.84,0
36524,0.54,1,0.81,0.88,0
136477,0.15,0,0.85,0.89,0
48202,0.47,1,0.6,0.66,1
85552,0.73,0,0.51,0.94,0
66142,0.59,1,0.76,0.99,0
81692,0.66,1,0.89,0.99,0
102384,0.58,1,0.93,0.75,0
40855,0.24,1,0.49,0.74,1
103747,0.18,0,0.92,0.67,0
80372,0.68,0,0.62,0.58,0
45095,0.59,1,0.5,0.6,0
58724,0.5,1,0.94,0.53,0
69241,0.23,1,0.87,0.97,0
123119,0.52,0,0.75,0.77,0
72003,0.12,1,0.88,0.96,1
88379,0.18,0,0.74,0.63,1
114837,0.32,0,0.59,0.58,0
111996,0.41,1,0.92,0.48,0
117454,0.18,1,0.93,0.58,0
114283,0.18,0,0.5,0.93,0
35972,0.61,1,0.53,0.75,0
143805,0.5,0,0.55,0.67,0
113846,0.47,0,0.83,0.74,0
42927,0.42,1,0.81,0.94,0
140589,0.78,1,0.94,0.52,0
135657,0.13,0,0.6,0.98,1
86630,0.23,0,0.78,0.8,0
124428,0.55,0,0.86,0.91,1
142035,0.2,1,0.44,0.72,0
72347,0.51,1,0.7,0.54,0
119708,0.5,0,0.66,0.74,0
146244,0.78,1,0.78,0.44,0
108860,0.72,0,0.75,0.91,0
106210,0.76,1,0.83,0.79,1
89518,0.18,0,0.5,0.57,0
65283,0.71,1,0.44,0.56,0
101326,0.19,0,0.82,0.94,0
32205,0.54,1,0.53,0.9,0
140243,0.6,0,0.49,0.86,0
109874,0.21,1,0.52,0.65,1
32748,0.54,1,0.34,0.92,0
41097,0.14,1,0.8,0.55,0
23092,0.31,0,0.76,0.41,0
73311,0.74,1,0.66,0.66,0
42692,0.22,1,0.77,0.95,0
144954,0.15,1,0.54,0.74,0
43862,0.41,0,0.49,0.54,0
110396,0.7,1,0.86,0.79,0
99507,0.15,1,0.57,0.85,0
100152,0.35,0,0.43,0.73,0
90469,0.73,1,0.79,0.91,0
24926,0.18,1,0.52,0.76,0
111299,0.32,0,0.44,0.46,0
23969,0.64,1,0.32,0.89,1
55733,0.48,1,0.93,0.49,0
89855,0.68,0,0.6,0.93,1
61743,0.18,1,0.41,0.71,0
59876,0.74,1,0.79,0.84,0
127445,0.75,0,0.88,0.98,0
40323,0.21,0,0.64,0.66,0
36428,0.12,1,0.32,0.68,0
54578,0.79,1,0.54,0.9,0
106486,0.44,0,0.46,0.47,0
128577,0.5,0,0.71,0.42,1
84140,0.53,1,0.64,0.76,0
146378,0.65,1,0.53,0.5,0
127325,0.67,1,0.72,0.55,0
103829,0.24,1,0.68,0.99,0
26364,0.27,1,0.89,0.79,0
148867,0.71,1,0.69,0.91,0
55349,0.67,1,0.63,0.94,0
20691,0.53,0,0.84,0.47,0
146899,0.8,1,0.43,0.96,1
115598,0.61,1,0.46,0.92,0
86467,0.25,0,0.81,0.43,1
65896,0.69,0,0.59,0.99,1
77062,0.39,1,0.57,0.67,0
117266,0.13,1,0.88,0.98,0
99762,0.32,1,0.7,0.89,1
33861,0.63,1,0.82,0.66,0
116837,0.77,0,0.83,0.71,1
133779,0.29,1,0.38,0.57,0
108302,0.27,0,0.72,0.69,0
121710,0.49,0,0.92,0.46,0
83928,0.67,0,0.61,0.95,0
126643,0.62,1,0.78,0.83,0
135720,0.49,0,0.67,0.88,0
103231,0.54,1,0.43,0.72,0
61347,0.27,0,0.43,0.48,0
23121,0.4,1,0.58,0.72,0
103793,0.28,1,0.61,0.6,0
48164,0.72,1,0.63,0.41,1
45491,0.18,1,0.92,0.77,0
79222,0.58,1,0.37,0.91,0
43165,0.28,1,0.55,0.83,0
134250,0.43,1,0.63,0.53,1
23748,0.31,1,0.93,0.89,0
118581,0.33,0,0.63,0.59,0
46553,0.28,1,0.8,0.53,0
136547,0.63,1,0.79,0.98,0
80380,0.36,1,0.67,0.41,0
64331,0.61,1,0.38,0.5,0
116033,0.42,1,0.44,0.68,1
116844,0.48,1,0.46,0.5,0
140617,0.48,0,0.33,0.5,1
59560,0.78,0,0.55,0.78,0
73865,0.36,1,0.7,0.89,0
66686,0.25,0,0.39,0.8,0
95910,0.74,0,0.41,0.46,1
24675,0.22,1,0.76,0.94,0
86706,0.68,1,0.41,0.95,0
126985,0.21,1,0.39,0.57,0
129021,0.56,1,0.94,0.73,0
144062,0.21,1,0.31,0.69,0
147359,0.75,0,0.51,0.8,1
97986,0.5,0,0.32,0.99,0
96216,0.33,0,0.84,0.99,0
30068,0.2,0,0.68,0.71,0
74460,0.36,1,0.33,0.46,0
120766,0.59,1,0.7,0.6,1
66418,0.37,1,0.38,0.65,0
46206,0.27,1,0.62,0.72,1
148180,0.5,1,0.74,0.98,1
20287,0.39,1,0.4,0.56,1
42337,0.22,0,0.62,0.72,0
40666,0.21,1,0.6,0.57,1
136595,0.6,1,0.9,0.95,1
21161,0.78,0,0.95,0.99,0
134817,0.26,1,0.73,0.92,0
141025,0.64,1,0.86,0.6,0
120667,0.16,0,0.72,0.57,1
110071,0.37,1,0.87,0.66,0
118064,0.45,0,0.58,0.85,0
58751,0.29,1,0.7,0.41,0
102063,0.47,1,0.85,1.0,0
126511,0.72,0,0.9,0.93,0
109389,0.76,0,0.32,0.41,0
34758,0.17,1,0.37,0.63,0
85780,0.29,1,0.91,0.81,1
135614,0.79,1,0.67,0.54,0
23178,0.29,1,0.94,0.49,1
51831,0.58,1,0.82,0.78,0
22176,0.28,0,0.83,0.94,0
123306,0.35,1,0.55,0.97,1
53654,0.23,1,0.47,0.41,0
143220,0.7,1,0.69,0.92,0
46627,0.72,0,0.87,0.74,0
72550,0.31,0,0.77,0.54,0
132025,0.68,1,0.61,0.77,1
64910,0.35,0,0.79,1.0,0
110417,0.17,1,0.75,0.57,0
78251,0.63,1,0.89,0.57,0
55422,0.52,0,0.47,0.82,0
31984,0.29,1,0.38,0.43,0
109312,0.28,1,0.61,0.89,0
81386,0.78,0,0.53,0.79,0
103291,0.7,1,0.93,0.9,0
27135,0.67,0,0.3,0.54,1
20320,0.19,0,0.91,0.91,0
122958,0.63,0,0.92,0.67,0
114171,0.25,1,0.33,0.48,0
41684,0.78,1,0.88,0.94,0
75913,0.14,1,0.61,0.82,1
108774,0.35,0,0.8,0.5,0
41889,0.4,1,0.35,0.55,0
115849,0.68,1,0.92,0.56,0
118071,0.64,1,0.69,0.98,1
68899,0.36,0,0.88,0.93,0
144011,0.5,0,0.74,0.61,0
30770,0.68,1,0.65,0.68,1
59321,0.11,0,0.41,0.57,0
105962,0.66,0,0.42,0.85,0
129863,0.76,1,0.61,0.5,1
61777,0.12,1,0.87,0.6,0
66250,0.13,1,0.37,0.76,0
93034,0.34,0,0.95,0.93,0
124940,0.16,1,0.87,0.78,0
60130,0.44,1,0.56,0.96,0
101931,0.61,1,0.46,0.96,0
69346,0.5,0,0.9,0.83,0
22537,0.24,1,0.38,0.57,0
104762,0.56,1,0.53,0.81,0
35216,0.58,1,0.35,0.52,0
104149,0.75,1,0.92,0.6,1
23009,0.2,0,0.7,0.85,0
109904,0.58,0,0.52,0.91,0
49327,0.74,0,0.48,0.65,0
34209,0.45,1,0.59,0.71,0
68443,0.35,1,0.36,0.63,0
35029,0.22,1,0.88,0.69,0
87613,0.71,0,0.63,0.71,1
99443,0.38,1,0.77,0.82,0
76997,0.75,0,0.45,0.85,0
122171,0.69,1,0.63,0.99,0
134456,0.36,0,0.44,0.66,0
82559,0.5,1,0.83,0.45,0
84892,0.12,1,0.8,0.81,0
90409,0.28,1,0.4,0.7,0
28635,0.6,1,0.35,0.9,0
53065,0.57,0,0.84,0.49,0
131399,0.35,1,0.37,0.79,0
140544,0.67,1,0.66,0.68,0
127340,0.27,1,0.65,0.65,0
53783,0.42,0,0.43,0.74,0
54152,0.43,1,0.68,0.81,1
78741,0.34,0,0.63,0.91,0
127049,0.77,1,0.63,0.54,0
71502,0.59,0,0.53,0.58,0
49092,0.48,1,0.84,0.73,0
37653,0.46,1,0.35,0.61,0
117999,0.21,0,0.59,0.74,0
119564,0.36,1,0.47,0.52,0
60469,0.57,1,0.85,0.58,1
143064,0.75,0,0.45,0.59,1
106483,0.67,0,0.8,1.0,0
141585,0.31,1,0.7,0.91,0
79754,0.4,1,0.87,0.9,0
49978,0.16,1,0.69,0.71,0
107592,0.17,1,0.66,0.68,0
114543,0.43,1,0.82,0.44,0
63169,0.47,0,0.67,0.52,0
68287,0.28,1,0.85,0.94,0
74745,0.55,1,0.33,0.72,0
130168,0.59,1,0.62,0.99,0
133985,0.31,1,0.83,0.76,0
140843,0.63,1,0.85,0.63,0
25543,0.24,0,0.84,0.56,0
76392,0.48,1,0.69,0.95,0
41067,0.66,1,0.95,0.62,1
71033,0.48,1,0.42,0.49,0
65256,0.74,0,0.41,0.57,0
110633,0.14,1,0.32,0.79,1
128383,0.51,1,0.94,0.48,0
129048,0.49,0,0.53,0.45,0
89345,0.56,0,0.8,0.67,0
42191,0.68,1,0.34,0.45,0
106803,0.61,0,0.49,0.64,1
92742,0.65,1,0.71,0.59,0
138843,0.3,1,0.64,0.63,0
106593,0.37,1,0.44,0.69,0
48992,0.54,1,0.6,0.51,0
132050,0.49,1,0.37,0.67,0
101531,0.77,1,0.65,0.62,0
68803,0.23,1,0.36,0.88,0
129975,0.35,1,0.71,0.82,0
83477,0.5,1,0.4,0.92,0
33210,0.71,1,0.66,0.8,1
103329,0.75,1,0.38,0.47,1
46270,0.34,1,0.56,0.7,0
82008,0.15,1,0.53,0.85,0
25197,0.4,1,0.79,0.91,0
133857,0.38,1,0.72,0.51,0
27452,0.79,1,0.91,0.53,0
61486,0.4,1,0.9,0.92,0
34859,0.31,0,0.77,0.69,0
47236,0.36,1,0.8,0.67,0
51899,0.38,1,0.71,0.7,0
52083,0.68,0,0.75,0.5,0
87708,0.16,1,0.7,0.78,0
131462,0.32,0,0.5,0.88,0
36663,0.78,1,0.53,0.9,0
113076,0.21,1,0.67,0.42,1
138665,0.62,0,0.77,0.83,0
39053,0.35,0,0.56,0.45,0
31085,0.51,1,0.39,0.98,1
50564,0.17,0,0.6,0.69,0
109745,0.31,0,0.93,0.87,0
79095,0.45,0,0.44,0.77,0
89517,0.26,0,0.72,0.97,0
41153,0.48,0,0.94,0.98,0
25247,0.25,1,0.54,0.57,0
30553,0.56,1,0.88,0.69,0
40811,0.73,0,0.86,0.7,0
115381,0.16,0,0.52,0.51,0
26135,0.25,1,0.36,0.94,0
25573,0.69,0,0.42,0.61,1
138819,0.54,1,0.54,0.45,0
144588,0.16,0,0.92,0.49,0
99267,0.44,0,0.48,0.71,0
27189,0.25,0,0.9,0.93,0
100077,0.24,0,0.42,0.78,0
63646,0.76,1,0.93,0.53,0
96623,0.63,0,0.49,0.58,0
131971,0.59,1,0.71,0.99,0
73687,0.27,1,0.35,0.43,0
88312,0.18,1,0.49,1.0,1
127615,0.71,0,0.44,0.94,0
47564,0.1,0,0.3,0.81,0
48835,0.37,1,0.4,0.97,0
81587,0.29,0,0.69,0.49,1
27697,0.5,1,0.55,0.97,0
100165,0.28,1,0.77,0.53,0
93922,0.32,1,0.74,0.73,0
37046,0.7,0,0.82,0.69,0
77823,0.52,1,0.86,0.71,0
93580,0.2,1,0.83,0.56,0
73370,0.61,1,0.59,0.87,0
29615,0.25,0,0.5,0.85,0
133338,0.4,1,0.63,0.97,1
25060,0.55,1,0.65,0.7,0
96436,0.29,1,0.5,0.73,0
80519,0.37,1,0.65,0.94,0
140562,0.61,1,0.37,0.95,1
91117,0.76,0,0.45,0.79,0
81158,0.47,1,0.78,0.89,1
54782,0.11,1,0.42,0.7,1
105709,0.34,0,0.39,0.63,0
98533,0.38,1,0.49,0.92,1
128939,0.34,1,0.54,0.87,0
78255,0.41,0,0.51,0.55,0
131952,0.54,0,0.54,0.43,1
92684,0.18,1,0.39,0.74,0
76918,0.29,1,0.41,0.9,0
146093,0.46,1,0.45,0.55,1
104284,0.32,0,0.56,0.86,0
99558,0.79,0,0.52,0.65,0
105549,0.4,1,0.81,0.6,0
124223,0.71,1,0.64,0.5,0
101422,0.73,0,0.67,0.96,0
140363,0.69,1,0.66,0.54,0
146352,0.13,1,0.56,0.57,0
45256,0.76,0,0.94,0.6,0
50005,0.19,0,0.32,0.57,0
26638,0.12,0,0.44,0.5,0
57419,0.39,1,0.49,0.61,0
53377,0.24,0,0.87,0.68,0
126244,0.23,1,0.9,0.73,0
63116,0.3,1,0.85,0.49,0
56634,0.27,1,0.57,0.87,0
102291,0.58,0,0.89,0.59,0
43382,0.23,1,0.36,0.95,0
135303,0.48,1,0.72,0.6,0
76063,0.79,1,0.91,0.92,0
42394,0.4,1,0.79,0.61,0
87789,0.55,1,0.48,0.7,1
123246,0.78,1,0.77,0.62,0
130634,0.2,0,0.49,0.63,0
20864,0.39,1,0.37,0.77,0
119572,0.7,1,0.77,0.82,0
60222,0.75,1,0.42,0.92,0
33666,0.52,0,0.37,0.74,0
143664,0.2,0,0.66,0.53,0
40955,0.73,1,0.7,0.99,0
130674,0.22,0,0.33,0.81,0
123533,0.35,1,0.3,0.62,0
101845,0.36,1,0.87,0.98,0
136925,0.41,1,0.37,0.98,0
89590,0.65,0,0.68,0.45,0
147775,0.66,0,0.92,0.41,0
86471,0.6,1,0.63,0.43,1
130476,0.12,1,0.39,0.81,0
108314,0.5,1,0.56,0.83,0
142579,0.62,1,0.71,0.83,0
63298,0.41,1,0.8,0.78,0
83108,0.76,0,0.69,0.57,0
133864,0.68,1,0.32,0.5,0
68924,0.55,0,0.39,0.96,0
36709,0.14,0,0.54,0.95,0
29726,0.56,1,0.76,0.55,0
80824,0.74,1,0.68,0.5,0
60542,0.37,1,0.33,0.63,0
40245,0.69,1,0.82,0.43,0
54753,0.32,0,0.69,0.5,0
99788,0.5,1,0.88,0.63,0
41316,0.55,1,0.57,0.54,1
122907,0.57,0,0.62,0.84,0
104698,0.72,1,0.56,0.94,0
35960,0.26,1,0.77,0.95,0
50791,0.28,1,0.79,0.76,0
127766,0.59,1,0.77,0.82,0
45216,0.22,1,0.49,0.7,1
52467,0.42,1,0.71,0.49,0
84427,0.11,1,0.52,0.78,0
132470,0.2,1,0.84,0.61,0
82047,0.58,1,0.34,0.4,0
93290,0.62,1,0.32,0.74,1
67014,0.18,0,0.37,0.52,0
24078,0.26,1,0.43,0.93,0
98389,0.17,1,0.32,0.96,1
70519,0.4,0,0.35,0.5,1
24042,0.19,1,0.5,0.42,0
69052,0.41,0,0.36,0.4,0
34389,0.61,0,0.82,0.95,1
115961,0.58,1,0.34,0.49,0
88111,0.3,1,0.89,0.66,1
125058,0.57,1,0.87,0.43,0
113715,0.75,0,0.44,0.62,0
70733,0.34,1,0.35,0.87,0
54754,0.33,0,0.37,0.64,0
38624,0.5,1,0.66,0.87,0
105886,0.27,1,0.69,0.81,0
46681,0.56,1,0.51,0.71,0
109524,0.68,0,0.49,0.84,1
101006,0.42,1,0.65,0.93,0
44704,0.58,1,0.5,0.88,0
124272,0.56,0,0.91,0.82,0
114913,0.13,0,0.55,0.82,0
114108,0.23,1,0.44,0.5,0
143731,0.73,1,0.39,0.97,0
27493,0.76,1,0.71,0.52,0
89639,0.65,0,0.51,0.61,0
120380,0.74,1,0.42,0.71,0
74383,0.31,1,0.48,0.48,0
22994,0.27,1,0.5,0.76,0
89280,0.37,1,0.71,0.51,0
67234,0.14,1,0.41,0.95,0
67291,0.67,1,0.78,0.93,0
148674,0.79,1,0.5,0.73,0
112868,0.68,1,0.62,0.67,0
25594,0.49,0,0.73,0.46,0
125835,0.31,1,0.65,0.89,1
27371,0.24,0,0.73,0.63,0
67315,0.35,1,0.51,0.55,0
103564,0.57,1,0.93,1.0,1
147251,0.41,1,0.6,0.8,0
121448,0.75,0,0.51,0.44,0
99526,0.7,0,0.49,0.88,0
132387,0.17,0,0.33,0.85,0
36626,0.19,0,0.75,0.64,0
106005,0.57,1,0.47,0.47,0
126258,0.26,1,0.92,0.7,0
125573,0.65,0,0.44,0.86,0
27130,0.51,0,0.64,0.45,0
26828,0.26,1,0.78,0.5,0
77514,0.44,1,0.87,0.77,0
127148,0.38,1,0.4,0.74,0
132524,0.71,0,0.94,0.94,0
124635,0.12,1,0.89,0.89,0
72664,0.73,1,0.93,0.95,1
131701,0.56,0,0.85,0.68,0
37883,0.62,0,0.87,0.87,0
63059,0.1,1,0.69,0.43,0
104078,0.54,1,0.85,0.58,0
62932,0.51,0,0.65,0.79,0
149900,0.48,1,0.65,0.86,0
81269,0.65,0,0.67,0.74,0
139850,0.49,1,0.95,0.69,0
95986,0.7,1,0.37,0.54,0
105959,0.26,1,0.82,0.5,0
22035,0.66,1,0.48,0.93,0
129767,0.23,1,0.53,0.49,0
60745,0.67,0,0.35,0.66,0
37241,0.76,1,0.53,0.93,1
72975,0.33,1,0.94,0.49,0
43154,0.47,1,0.56,0.48,0
45625,0.56,1,0.74,0.82,0
64950,0.16,1,0.38,0.6,0
118602,0.45,1,0.9,0.66,0
76396,0.35,0,0.84,0.78,0
119227,0.71,1,0.55,0.63,0
138920,0.71,1,0.53,0.88,1
33331,0.59,1,0.58,0.98,1
83927,0.56,1,0.56,0.96,0
106226,0.61,1,0.47,0.73,0
104719,0.36,1,0.94,0.61,0
83014,0.38,1,0.83,0.66,0
59346,0.49,1,0.47,0.6,0
90411,0.76,1,0.94,0.67,0
74478,0.61,1,0.31,0.41,0
32254,0.49,0,0.58,0.43,0
75734,0.64,1,0.67,0.86,1
48621,0.36,1,0.32,0.6,1
136490,0.61,1,0.4,0.88,0
96441,0.39,1,0.47,0.69,0
66121,0.3,0,0.77,0.88,0
147386,0.53,1,0.91,0.8,0
101418,0.58,1,0.71,0.52,0
80197,0.42,1,0.67,0.67,0
104577,0.5,0,0.65,0.82,0
114634,0.59,1,0.53,0.6,1
138034,0.64,1,0.84,0.52,0
62431,0.73,1,0.65,0.72,0
137637,0.35,1,0.45,0.56,0
119245,0.77,1,0.39,0.76,0
120211,0.55,1,0.94,0.56,0
24837,0.65,1,0.31,0.94,1
131984,0.59,0,0.91,0.61,1
110025,0.24,0,0.44,0.94,0
103163,0.15,1,0.73,0.57,1
91232,0.61,1,0.5,0.76,0
68994,0.46,1,0.86,0.48,0
99079,0.59,1,0.65,0.87,0
32615,0.43,1,0.39,0.52,0
21466,0.32,1,0.48,0.92,0
50771,0.3,1,0.51,0.67,0
138645,0.61,0,0.88,0.46,0
103886,0.29,1,0.8,0.62,0
85911,0.6,0,0.84,0.87,1
118566,0.37,1,0.33,0.45,1
40746,0.64,1,0.68,0.78,0
108422,0.2,0,0.95,0.7,0
129884,0.24,1,0.81,0.59,0
80739,0.58,1,0.38,0.85,0
128440,0.49,1,0.74,0.43,0
118187,0.24,1,0.78,0.7,0
93369,0.73,1,0.63,0.7,0
21893,0.29,1,0.35,0.45,1
50573,0.39,1,0.32,0.48,0
116907,0.24,1,0.91,0.65,1
60874,0.37,1,0.47,0.72,1
97362,0.44,1,0.55,0.43,0
119956,0.31,1,0.82,0.41,0
107460,0.64,1,0.75,0.52,0
147021,0.38,0,0.93,0.69,0
138580,0.61,1,0.36,0.42,0
53367,0.24,1,0.76,0.84,0
41199,0.36,1,0.35,0.49,0
136600,0.11,1,0.3,0.86,1
111404,0.63,0,0.38,0.52,0
94328,0.54,1,0.7,0.61,0
77724,0.67,1,0.74,0.69,0
106133,0.42,1,0.58,0.61,0
56405,0.66,0,0.33,0.41,1
118232,0.55,0,0.71,0.95,1
128659,0.1,1,0.36,0.57,0
35989,0.28,0,0.39,0.48,0
48931,0.45,1,0.63,0.48,0
29290,0.53,0,0.52,0.98,0
58367,0.15,1,0.6,0.47,0
141136,0.59,1,0.71,0.61,0
99878,0.48,1,0.4,0.44,0
110477,0.47,1,0.88,0.84,0
99481,0.3,1,0.66,0.76,1
96298,0.52,0,0.31,0.72,0
146299,0.12,1,0.71,0.91,1
50133,0.15,1,0.6,0.74,0
132616,0.61,0,0.76,0.97,0
125686,0.33,0,0.81,0.77,0
47052,0.34,0,0.91,0.61,0
127286,0.25,1,0.95,0.42,0
105489,0.41,1,0.66,0.84,0
60475,0.14,0,0.66,0.62,0
102666,0.31,0,0.31,0.76,0
116622,0.47,1,0.86,0.93,0
77656,0.43,1,0.32,0.4,0
24633,0.8,1,0.71,0.86,0
37304,0.37,1,0.36,0.66,0
127573,0.37,1,0.49,0.47,0
117820,0.45,1,0.39,0.75,0
66546,0.23,1,0.39,0.72,0
27008,0.71,0,0.35,0.91,1
68291,0.5,1,0.51,0.71,1
47405,0.23,1,0.58,0.9,0
137069,0.66,1,0.6,0.73,0
56386,0.12,1,0.59,0.67,0
110909,0.79,1,0.64,0.62,1
40827,0.71,1,0.86,0.5,0
53040,0.51,1,0.71,0.75,0
80354,0.18,1,0.31,0.73,1
98543,0.25,1,0.41,0.99,0
38157,0.3,1,0.53,0.65,1
117693,0.27,0,0.92,0.65,0
55315,0.45,1,0.35,0.5,0
55932,0.76,1,0.76,0.76,0
41164,0.41,1,0.32,0.91,0
34414,0.56,0,0.54,0.55,0
147597,0.58,1,0.8,0.41,0
34327,0.71,0,0.52,0.81,1
133880,0.12,1,0.58,0.42,0
20946,0.38,1,0.89,0.65,0
34693,0.65,1,0.34,0.77,1
47241,0.67,0,0.64,0.63,0
135194,0.75,1,0.54,0.56,0
115790,0.59,0,0.93,0.88,0
35540,0.27,1,0.82,0.58,0
92255,0.45,1,0.38,0.51,0
84757,0.12,1,0.9,0.63,0
61203,0.55,1,0.44,0.48,0
45081,0.49,1,0.36,0.81,0
81861,0.57,1,0.65,0.83,0
31350,0.75,1,0.78,0.41,0
75512,0.58,1,0.77,0.82,0
76809,0.32,1,0.65,0.58,0
121894,0.24,0,0.62,0.79,0
117557,0.7,1,0.93,0.82,1
62832,0.24,1,0.83,0.57,1
48369,0.21,1,0.75,0.51,1
51728,0.24,1,0.43,0.9,0
37576,0.46,1,0.83,0.84,0
49001,0.19,1,0.79,0.9,1
147625,0.76,1,0.94,0.66,0
103384,0.78,1,0.39,0.67,0
20390,0.78,1,0.76,0.61,0
107535,0.13,1,0.94,0.7,0
65436,0.76,1,0.6,0.79,0
31569,0.8,1,0.78,0.89,0
33029,0.76,1,0.93,0.51,1
42490,0.57,1,0.66,0.64,0
65875,0.59,1,0.75,0.68,0
143552,0.19,1,0.31,0.69,1
120864,0.71,1,0.64,0.73,0
25867,0.14,1,0.47,0.88,0
100820,0.32,1,0.39,0.93,0
119515,0.79,1,0.76,0.5,0
29121,0.4,1,0.33,0.83,0
21539,0.19,0,0.89,0.69,1
111024,0.78,1,0.64,0.65,0
37027,0.79,0,0.72,0.47,0
147402,0.23,1,0.46,0.44,0
94229,0.71,1,0.42,0.99,0
28921,0.37,1,0.46,0.79,0
70435,0.37,1,0.45,0.67,1
142368,0.28,1,0.86,0.86,1
30310,0.13,0,0.81,0.45,0
83965,0.29,1,0.85,0.76,0
142033,0.14,1,0.78,0.8,0
131048,0.75,1,0.72,0.67,0
116444,0.56,1,0.64,0.55,0
89922,0.72,1,0.47,0.97,0
117799,0.6,1,0.76,0.58,0
113948,0.19,1,0.39,0.47,0
102839,0.76,0,0.63,0.78,1
32242,0.73,1,0.43,0.74,0
137027,0.34,0,0.63,0.85,1
132561,0.18,1,0.49,0.85,0
28947,0.59,1,0.33,0.77,0
132250,0.61,0,0.63,0.52,0
91466,0.73,1,0.42,0.93,0
123706,0.14,1,0.4,0.55,1
140351,0.2,0,0.55,0.46,0
144749,0.52,0,0.54,0.58,0
81816,0.53,0,0.86,0.69,0
68785,0.12,0,0.67,0.52,0
139963,0.38,0,0.86,0.6,0
20507,0.51,1,0.4,0.71,0
86972,0.62,1,0.53,0.59,0
47151,0.32,1,0.66,0.45,0
31618,0.44,1,0.4,0.52,1
94286,0.67,1,0.38,0.88,1
36122,0.77,1,0.73,0.97,0
27354,0.26,1,0.72,0.49,0
129598,0.28,1,0.45,0.81,0
50979,0.76,1,0.45,0.94,0
106436,0.38,1,0.78,0.58,0
99376,0.6,1,0.38,0.9,0
72774,0.53,0,0.9,0.94,0
122703,0.3,1,0.91,0.58,1
25037,0.56,1,0.87,0.43,0
48633,0.56,1,0.44,0.95,0
44495,0.51,0,0.31,0.6,0
84550,0.17,0,0.91,0.41,0
101384,0.8,1,0.52,0.68,0
56483,0.38,0,0.5,0.47,1
133181,0.55,1,0.47,0.94,0
93373,0.72,1,0.46,0.49,0
54069,0.4,1,0.78,0.58,0
27370,0.64,0,0.89,0.87,1
139873,0.78,1,0.81,0.88,0
136843,0.35,0,0.74,0.94,0
91947,0.38,1,0.49,0.7,0
59133,0.73,1,0.66,0.99,1
116035,0.21,1,0.45,0.71,0
115761,0.12,1,0.37,0.87,1
133753,0.74,1,0.38,0.62,0
20692,0.68,1,0.69,0.96,0
48926,0.78,0,0.33,0.81,0
119782,0.14,1,0.93,0.45,0
124700,0.21,0,0.95,0.47,0
93984,0.17,1,0.4,0.93,0
63390,0.58,1,0.58,0.89,1
69593,0.52,0,0.8,0.6,1
95609,0.35,1,0.92,0.71,1
120950,0.14,0,0.88,0.91,1
25209,0.55,0,0.47,0.46,0
146700,0.5,1,0.36,0.48,0
26533,0.18,1,0.49,0.83,1
106597,0.74,0,0.58,0.45,0
27211,0.24,1,0.53,0.61,0
29927,0.62,1,0.8,0.55,0
97463,0.72,1,0.47,0.86,1
137333,0.51,1,0.86,0.4,0
44594,0.27,0,0.45,0.47,0
94852,0.32,0,0.53,0.46,0
97713,0.72,0,0.59,0.59,0
96382,0.31,0,0.49,0.54,1
27933,0.62,0,0.8,0.54,1
123780,0.79,1,0.57,0.62,0
132157,0.8,1,0.88,0.53,0
60696,0.47,1,0.93,0.46,0
85449,0.68,1,0.86,0.75,0
87616,0.79,0,0.64,0.97,0
26089,0.36,0,0.63,0.76,0
76548,0.28,1,0.44,0.85,0
46123,0.18,0,0.68,0.98,0
27797,0.2,1,0.92,0.49,0
70013,0.7,1,0.35,0.68,0
28346,0.51,1,0.79,0.75,0
105414,0.71,1,0.87,0.59,1
53672,0.65,0,0.94,0.77,0
37653,0.57,1,0.52,0.77,0
69556,0.53,1,0.53,0.91,1
143723,0.13,1,0.45,0.9,1
128278,0.71,1,0.81,0.49,0
46140,0.39,0,0.39,0.5,0
21184,0.49,1,0.47,0.53,0
143626,0.12,1,0.49,0.56,0
54493,0.76,1,0.54,0.74,0
